Status,Source Page,Source Row,Association,Challenge Name,OCR Name,OCR Association,Start Date,End Date,Golfers,Ranked Golfers,Scores Posted,Metric Source
Completed,6,14,Texas Golf Association,Memorial Park Golf Course Challenge,Memorial Park Golf Course Challenge,Texas Golf Association,2025-11-15,2025-12-15,124,34,247,full-page OCR | full-page OCR | full-page OCR
Completed,6,15,Idaho Golf Association,Emmett City Golf Course Challenge,Emmett City_Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,10,5,28,full-page OCR | full-page OCR | full-page OCR
Completed,6,16,Florida State Golf Association,Sebring Golf Club Challenge,Chattahoochee Golf Club Challenge,Georgia State Golf Association,2025-10-17,2025-10-31,23,2,31,full-page OCR | full-page OCR | full-page OCR
Completed,6,17,Alabama Golf Association,Ridge Course Challenge,Ridge Course Challenge,Alabama Golf Association,2025-10-01,2025-10-31,40,2,43,full-page OCR | full-page OCR | full-page OCR
Completed,6,18,Louisiana Golf Association,Beaver Creek GC Challenge #2,Beaver Creek GC Challenge,Louisiana Golf Association,2025-10-06,2025-10-31,50,15,84,full-page OCR | full-page OCR | full-page OCR
Completed,6,19,Rochester District Golf Association,RDGA October Brae Burn Challenge,RDGA October Brae Burn Challenge,Rochester District Golf Associat…..,2025-10-01,2025-10-31,2,0,1,full-page OCR | corrected detail | full-page OCR
Completed,6,20,New Jersey Golf,Green Knoll Golf Course Challenge,Green Knoll Golf Course Challenge,New Jersey Golf,2025-10-18,2025-11-14,27,5,41,full-page OCR | full-page OCR | full-page OCR
Completed,6,21,Mass Golf,GRANITE LINKS GC - Quincy/Milton Challe...,GRANITE LINKS GC - Quincy/Milton Challe….,Mass Golf,2025-10-15,2025-11-14,29,2,32,full-page OCR | full-page OCR | full-page OCR
Completed,6,22,GAP,GAP Challenge - Win Prizes at Paxon Hollow,GAP Challenge - Win Prizes at Paxon Hollow,GAP,2025-10-14,2025-11-14,40,11,74,full-page OCR | full-page OCR | full-page OCR
Completed,6,23,Rochester District Golf Association,RDGA October Reservoir Creek Challenge,RDGA October Reservoir Creek Challenge,Rochester District Golf Associat….,2025-10-01,2025-10-31,6,2,14,corrected detail | full-page OCR | full-page OCR
Completed,6,24,Southern California Golf Association,Skylinks at Long Beach Challenge,Skylinks at Long Beach Challenge,Southern California Golf Associ….,2025-10-06,2025-10-31,107,13,154,full-page OCR | full-page OCR | full-page OCR
Completed,6,25,Georgia State Golf Association,RiverPines Golf Challenge,RiverPines Golf Challenge,Georgia State Golf Association,2025-10-17,2025-10-31,30,5,52,full-page OCR | full-page OCR | full-page OCR
Completed,7,1,Greater Cincinnati Golf Association,Fairfield Greens North Trace Challenge,Fairfield Greens North Trace Challenge,Greater Cincinnati Golf Associa..,2026-05-01,2026-07-31,1,0,0,full-page OCR | corrected detail | corrected detail
Completed,7,2,Alabama Golf Association,Limestone Springs Challenge,Limestone Springs Challenge,Alabama Golf Association,2025-12-02,2025-12-31,9,1,12,full-page OCR | full-page OCR | full-page OCR
Completed,7,3,Rochester District Golf Association,RDGA October Genesee Valley North Chall...,RDGA October Genesee Valley North Chall...,Rochester District Golf Associat…,2025-10-01,2025-10-31,8,3,19,full-page OCR | full-page OCR | full-page OCR
Completed,7,4,Rochester District Golf Association,RDGA October Churchville East Challenge,RDGA October Churchville East Challenge,Rochester District Golf Associat..,2025-10-01,2025-10-31,10,5,27,full-page OCR | corrected detail | full-page OCR
Completed,7,5,Rochester District Golf Association,RDGA October Farview Challenge,RDGA October Farview Challenge,Rochester District Golf Associat…,2025-10-01,2025-10-31,19,7,51,full-page OCR | full-page OCR | full-page OCR
Completed,7,6,Louisiana Golf Association,The Wetlands GC Challenge,The Wetlands GC Challenge,Louisiana Golf Association,2025-10-06,2025-10-31,17,5,37,full-page OCR | full-page OCR | full-page OCR
Completed,7,7,Iowa Golf Association,The Fall GHIN-Off at Palmer Hills,The Fall GHIN-Off at Palmer Hills,lowa Golf Association,2025-10-08,2025-10-31,26,16,100,full-page OCR | full-page OCR | full-page OCR
Completed,7,8,Alabama Golf Association,Jackson Golf Association Challenge,Jackson Golf Association Challenge,Alabama Golf Association,2026-05-01,2026-06-30,2,1,7,full-page OCR | full-page OCR | full-page OCR
Completed,7,9,Montana State Golf Association,2026 GHIN Challenge @ Spanish Peaks Mo...,2026 GHIN Challenge_@ Spanish Peaks M...,Montana State Golf Association,2026-06-01,2026-06-30,23,10,73,full-page OCR | full-page OCR | full-page OCR
Completed,7,10,South Dakota Golf Association,LAKEVIEW GC Challenge,LAKEVIEW GC Challenge,South Dakota Golf Association,2025-10-19,2025-10-31,16,4,21,full-page OCR | full-page OCR | full-page OCR
Completed,7,11,Tennessee Golf Association,Champions Run Golf Course Challenge,Champions Run Golf Course Challenge,Tennessee Golf Association,2025-10-19,2025-10-31,7,2,11,corrected detail | row-context OCR | full-page OCR
Completed,7,12,GAP,GAP Challenge - Win Prizes at Belles Springs,GAP Challenge - Win Prizes at Belles Springs,GAP,2025-10-14,2025-11-14,21,7,52,full-page OCR | full-page OCR | full-page OCR
Completed,7,13,Florida State Golf Association,Westchase Golf Club Challenge,Westchase Golf Club Challenge,Florida State Golf Association,2025-11-15,2025-12-14,26,11,72,full-page OCR | full-page OCR | full-page OCR
Completed,7,14,Texas Golf Association,"Ross Rogers Golf Complex, Mustang Cours...","Ross Rogers Golf Complex, Mustang Cours...",Texas Golf Association,2025-11-01,2025-11-30,26,5,48,full-page OCR | full-page OCR | full-page OCR
Completed,7,15,Rochester District Golf Association,RDGA October Timber Ridge Challenge,RDGA October Timber Ridge Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,5,2,17,full-page OCR | full-page OCR | full-page OCR
Completed,7,16,Texas Golf Association,"Fort Worth GA, Rockwood Park Golf Cours...","Fort Worth GA, Rockwood Park Golf Cours...",Texas Golf Association,2025-11-01,2025-11-30,52,11,102,full-page OCR | full-page OCR | full-page OCR
Completed,7,17,Rochester District Golf Association,RDGA October Shelridge Challenge,RDGA October Shelridge Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,27,17,161,full-page OCR | full-page OCR | full-page OCR
Completed,7,18,Idaho Golf Association,Emmett City Golf Course Challenge,Cobblestone Golf Course Challenge,Georgia State Golf Association,2025-10-17,2025-10-31,43,11,63,full-page OCR | full-page OCR | full-page OCR
Completed,7,19,Rochester District Golf Association,RDGA October LeRoy Challenge,RDGA October Caledonia Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,31,16,94,full-page OCR | full-page OCR | full-page OCR
Completed,7,20,Ohio Golf Association,Birch/Cedar Challenge,Birch/Cedar Challenge,Idaho Golf Association,2026-06-01,2026-06-30,4,0,1,full-page OCR | corrected detail | full-page OCR
Completed,7,21,Montana State Golf Association,MSGA Challenge - Polson Bay GC Champ 18,MSGA Challenge - Cottonwood Hills GC,Montana State Golf Association,2025-10-06,2025-10-31,24,6,42,full-page OCR | full-page OCR | full-page OCR
Completed,7,22,Rochester District Golf Association,RDGA October Wild Wood Challenge,ROGA October Wild Wood Challenge,Rochester District Golf Associat..,2025-10-01,2025-10-31,27,7,66,full-page OCR | full-page OCR | full-page OCR
Completed,7,23,Alabama Golf Association,Crossings Challenge,Crossings Challenge,Alabama Golf Association,2025-12-02,2025-12-31,20,2,30,full-page OCR | full-page OCR | full-page OCR
Completed,7,24,Rochester District Golf Association,RDGA October Braemar Challenge,RDGA October Braemar Challenge,Rochester District Golf Associat..,2025-10-01,2025-10-31,6,4,30,full-page OCR | full-page OCR | full-page OCR
Completed,7,25,Texas Golf Association,The Rawls Course at Texas Tech Challenge,The Rawls Course at Texas Tech Challenge,Texas Golf Association,2025-11-01,2025-11-30,38,17,98,full-page OCR | full-page OCR | full-page OCR
Completed,8,1,Iowa Golf Association,IGA Spring Challenge - Whispering Creek,IGA Spring Challenge - Whispering Creek,lowa Golf Association,2026-04-15,2026-05-15,23,9,71,full-page OCR | full-page OCR | full-page OCR
Completed,8,2,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ….,2026-06-01,2026-08-14,245,129,1031,full-page OCR | full-page OCR | full-page OCR
Completed,8,3,Connecticut State Golf Association,Fairview Farm GC 2025 Season End Challe...,Fairview Farm GC 2025 Season End Challe..,Connecticut State Golf Associat…,2025-10-01,2025-11-14,58,8,88,full-page OCR | full-page OCR | full-page OCR
Completed,8,4,GAP,GAP Challenge - Win Prizes at Foxchase,GAP Challenge - Win Prizes at Foxchase,GAP,2025-10-17,2025-11-14,15,4,27,full-page OCR | full-page OCR | full-page OCR
Completed,8,5,Texas Golf Association,Tenison Park Highlands Course Challenge,Tenison Park Highlands Course Challenge,Texas Golf Association,2025-11-01,2025-11-30,82,20,148,full-page OCR | full-page OCR | full-page OCR
Completed,8,6,Idaho Golf Association,The Links at Teton Peaks Challenge,The Links at Teton Peaks Challenge,Idaho Golf Association,2026-06-01,2026-06-30,30,12,89,full-page OCR | full-page OCR | full-page OCR
Completed,8,7,Southern California Golf Association,Brookside Golf Course #2 (E.O. NAY) Chall...,Brookside Golf Course #2 (E.O. NAY) Chall...,Southern California Golf Associ…,2025-10-06,2025-10-31,28,5,37,full-page OCR | corrected detail | full-page OCR
Completed,8,8,Rochester District Golf Association,RDGA October Lake Shore Challenge,RDGA October Lake Shore Challenge,Rochester District Golf Associat…..,2025-10-01,2025-10-31,28,13,88,full-page OCR | full-page OCR | full-page OCR
Completed,8,9,Southern California Golf Association,Tustin Ranch Golf Club Challenge,Tustin Ranch Golf Club Challenge,Southern California Golf Associ...,2025-10-06,2025-10-31,39,10,69,full-page OCR | full-page OCR | full-page OCR
Completed,8,10,Minnesota Golf Association,"University of Minnesota, Les Bolstad GolfC...","University of Minnesota, Les Bolstad Golf..",Minnesota Golf Association,2025-10-20,2025-10-31,7,3,16,full-page OCR | full-page OCR | full-page OCR
Completed,8,11,South Dakota Golf Association,Willow Run Golf Course Challenge,Willow Run Golf Course Challenge,South Dakota Golf Association,2025-10-19,2025-10-31,27,6,49,full-page OCR | full-page OCR | full-page OCR
Completed,8,12,Indiana Golf Association,Plum Creek Golf Club October Challenge,Plum Creek Golf Club October Challenge,Indiana Golf Association,2025-10-06,2025-10-31,13,3,34,full-page OCR | full-page OCR | full-page OCR
Completed,8,13,South Dakota Golf Association,HART RANCH GC Challenge,HART RANCH GC Challenge,South Dakota Golf Association,2025-10-19,2025-10-31,3,0,3,full-page OCR | corrected detail | full-page OCR
Completed,8,14,Rochester District Golf Association,RDGA October Lakeside Challenge,RDGA October Lakeside Challenge,Rochester District Golf Associat…..,2025-10-01,2025-10-31,13,2,19,full-page OCR | full-page OCR | full-page OCR
Completed,8,15,South Dakota Golf Association,LEE PARK GC Challenge,LEE PARK GC Challenge,South Dakota Golf Association,2025-10-19,2025-10-31,7,2,9,full-page OCR | full-page OCR | row-context OCR
Completed,8,16,Alabama Golf Association,Pines Crossing Golf Course Challenge,Pines Crossing Golf Course Challenge,Alabama Golf Association,2025-12-02,2025-12-31,10,0,10,full-page OCR | corrected detail | full-page OCR
Completed,8,17,Alabama Golf Association,Oak Mountain State Park Golf Course Chall...,Oak Mountain State Park Golf Course Chall...,Alabama Golf Association,2025-12-02,2025-12-31,8,1,9,row-context OCR | full-page OCR | full-page OCR
Completed,8,18,Central Links Golf,Auburn Hills Golf Course Challenge,Auburn Hills Golf Course Challenge,Central Links Golf,2026-04-09,2026-05-23,38,23,153,full-page OCR | full-page OCR | full-page OCR
Completed,8,19,Southern California Golf Association,Los Robles Greens Golf Course Challenge,Emily Greens Golf Course Challenge,Minnesota Golf Association,2026-05-15,2026-08-15,5,1,7,full-page OCR | full-page OCR | full-page OCR
Completed,8,20,Greater Cincinnati Golf Association,Brook & Ridge Challenge,Brook & Ridge Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,2,0,2,full-page OCR | corrected detail | row-context OCR
Completed,8,21,Greater Cincinnati Golf Association,Little Miami Golf Center Challenge,Little Miami Golf Center Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,2,0,0,full-page OCR | corrected detail | corrected detail
Completed,8,22,Alabama Golf Association,River Challenge,River Challenge,Alabama Golf Association,2025-12-02,2025-12-31,7,1,16,full-page OCR | corrected detail | full-page OCR
Completed,8,23,Florida State Golf Association,Chi Chi Rodriguez Golf Club Challenge,Chi Chi Rodriguez Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,28,3,31,full-page OCR | row-context OCR | full-page OCR
Completed,8,24,Greater Cincinnati Golf Association,World of Golf Challenge,Meadow Links and Golf Academy _Challenge,Greater Cincinnati Golf Associa..,2026-05-01,2026-07-31,0,0,0,corrected detail | corrected detail | corrected detail
Completed,8,25,Idaho Golf Association,Cadet Challenge,Cadet Challenge,Idaho Golf Association,2026-06-01,2026-06-30,0,0,0,corrected detail | corrected detail | corrected detail
Completed,9,1,Rochester District Golf Association,ROGA October Parkview Fairways Challenge,RDGA October Parkview Fairways Challenge,Rochester District Golf Associat…,2025-10-01,2025-10-31,21,6,46,full-page OCR | full-page OCR | full-page OCR
Completed,9,2,Georgia State Golf Association,The Club at Sea Palms Challenge,The Club at Sea Palms Challense,Georgia State Golf Association,2025-10-17,2025-10-31,22,5,40,full-page OCR | full-page OCR | full-page OCR
Completed,9,3,Golf Association of Michigan,ORCHARDS GOLF CLUB Challenge,ORCHARDS GOLF CLUB Challenge,Golf Association of Michigan,2025-10-01,2025-10-31,50,6,74,full-page OCR | full-page OCR | full-page OCR
Completed,9,4,Louisiana Golf Association,Frasch Park GC GHIN Challenge,Frasch Park GC GHIN Challenge,Louisiana Golf Association,2025-10-09,2025-10-31,32,14,98,full-page OCR | full-page OCR | full-page OCR
Completed,9,5,Southern California Golf Association,San Clemente Golf Club Challenge,San Clemente Golf Club Challenge,Southern California Golf Associ…,2025-10-06,2025-10-31,119,23,193,full-page OCR | full-page OCR | full-page OCR
Completed,9,6,Virginia State Golf Association,Laurel Hill Golf Club Challenge,Laurel Hill Golf Club Challenge,Virginia State Golf Association,2026-06-01,2026-06-30,93,19,255,full-page OCR | full-page OCR | full-page OCR
Completed,9,7,Idaho Golf Association,Pinecrest Golf Course Challenge,Green Crest Golf Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,28,7,73,full-page OCR | full-page OCR | full-page OCR
Completed,9,8,Idaho Golf Association,River Park Golf Course Challenge,River Park Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,0,0,0,corrected detail | corrected detail | corrected detail
Completed,9,9,Nebraska Golf Association,NebGolf Fall Challenge - Pacific SpringsGC,NebGolf Fall Challenge - Pacific Springs GC,Nebraska Golf Association,2025-10-01,2025-10-31,21,2,30,full-page OCR | full-page OCR | full-page OCR
Completed,9,10,Virginia State Golf Association,Independence Golf Club Challenge,Independence Golf Club Chaltenge,Virginia State Golf Association,2025-10-24,2025-11-14,29,11,73,full-page OCR | full-page OCR | full-page OCR
Completed,9,11,Montana State Golf Association,MSGA Challenge - Bill Roberts GC,MSGA Challenge - Bill Roberts GC,Montana State Golf Association,2025-10-06,2025-10-31,27,18,123,full-page OCR | full-page OCR | full-page OCR
Completed,9,12,Golf Association of Michigan,RAVINES Challenge,RAVINES Challenge,Golf Association of Michigan,2025-10-01,2025-10-31,17,2,19,full-page OCR | full-page OCR | full-page OCR
Completed,9,13,Rochester District Golf Association,RDGA October Shadow Lake Challenge,RDGA October Shadow Lake Challenge,Rochester District Golf Associat…,2025-10-01,2025-10-31,21,2,28,full-page OCR | full-page OCR | full-page OCR
